compound,flat_state
Br2 Cd1 K1,1
Cl2 Cu1 Ru1,1
As2 Br1 Mg1,0
Cr2 Hg1 Sb1,1
Ir2 K1 Te1,1
Ba2 P1 Zn1,0
K2 Pd1 Sn1,1
Au2 Ni1 Pt1,1
Pt2 W1 Zn1,1
Hg2 P1 Pd1,0
Cr2 K1 Mn1,1
Pb2 Sb1 Zr1,1
As2 Tl1 Zn1,1
K2 Mn1 Ta1,1
Na2 Os1 Sr1,1
Co2 Mn1 Sr1,0
Hf2 In1 Si1,1
As2 K1 Ta1,0
As2 Fe1 Zr1,1
Co2 Mn1 P1,1
Al2 Pd1 Zn1,1
Hf2 Mg1 Os1,1
Br2 Sn1 Tc1,1
Bi2 K1 Sn1,0
Bi2 Pd1 Ru1,1
Au2 B1 Rh1,1
Ba2 Fe1 Tl1,0
Nb2 Pb1 Tc1,0
Al2 As1 Mn1,1
Co2 Ni1 P1,1
Bi2 Cd1 Mo1,1
Be2 Nb1 Tc1,1
Nb2 Ti1 W1,1
Ba2 Pb1 Rh1,0
Co2 Ir1 Tc1,1
Au2 Mo1 Ru1,1
Rh2 Se1 Zn1,1
Au2 Bi1 Te1,1
Ag2 Hf1 Ru1,1
Cr2 Cu1 W1,1
Ge2 In1 Mo1,1
As2 Cu1 Sb1,1
Co2 Sr1 Zr1,0
Be2 Mn1 Ti1,1
Al2 Nb1 V1,1
Hg2 P1 Pt1,0
Cu2 Fe1 P1,1
Al2 Bi1 Br1,1
Bi2 Cl1 Re1,1
Au2 Te1 Ti1,1
Mo2 Ru1 W1,1
Bi2 Cd1 Nb1,1
Au2 In1 Ru1,1
B2 Bi1 Hf1,1
Be2 Cd1 Mn1,0
B2 In1 Ni1,0
Cr2 Hf1 Ta1,1
B2 Bi1 Na1,1
Au2 Mg1 Os1,1
Fe2 Ru1 Ti1,1
Cl2 Pt1 Sn1,1
Ba2 Fe1 Ti1,1
Sn2 W1 Zn1,1
Be2 Pb1 Se1,1
Al2 Au1 Ba1,0
Al2 Mg1 Pt1,1
Si2 Sn1 Tl1,1
Ca2 Co1 Os1,0
Ba2 Rh1 W1,0
Be2 Mn1 Tc1,1
B2 Si1 Te1,0
Cr2 Ti1 Zn1,1
Os2 P1 Se1,0
Au2 Ni1 Ti1,1
Cr2 Re1 Ta1,1
Ir2 Pd1 Ru1,1
Sb2 Se1 Ta1,1
Co2 Li1 Tc1,1
Cd2 Hf1 Pd1,0
Cd2 K1 Tc1,1
Pb2 Sn1 Zn1,1
Hf2 Se1 W1,1
Pt2 Si1 Sr1,1
Ca2 Mg1 Zn1,1
Mg2 Mo1 Na1,0
Ag2 Ir1 Te1,1
Al2 Re1 Te1,1
Au2 Fe1 Ta1,1
Ba2 Fe1 Si1,0
Ca2 Hf1 Pb1,1
Co2 Tl1 W1,1
Ge2 K1 Se1,0
Pb2 Ru1 W1,1
Ca2 Cu1 W1,0
K2 Na1 Te1,1
As2 Ca1 Ge1,1
K2 Te1 V1,1
Cd2 Cu1 V1,0
Ga2 Zn1 Zr1,1
Be2 Co1 Ga1,1
Au2 Ru1 W1,1
Al2 Co1 Zn1,1
Ge2 Pb1 Te1,1
Hf2 Li1 Tl1,1
Ba2 Cu1 Ru1,0
Au2 Mn1 Ti1,1
Au2 Ba1 W1,0
Cd2 Li1 Rh1,0
Cd2 Mg1 Mn1,0
B2 Te1 Ti1,1
Cd2 Cl1 Cu1,1
Ba2 Re1 Te1,0
Be2 Bi1 Sr1,0
Re2 Ta1 W1,1
Mo2 Os1 Ti1,1
Co2 Hg1 Pb1,1
Ga2 Ge1 Ni1,1
Cu2 Ge1 Pt1,1
Al2 Hg1 Zr1,1
Cu2 Re1 Te1,1
Cr2 Ir1 Nb1,0
Cr2 Ge1 Li1,1
Os2 Se1 Zn1,1
Ga2 Re1 Tl1,1
Cd2 Cr1 Se1,0
Fe2 Sn1 Sr1,1
Be2 Mo1 Rh1,1
Au2 Mn1 Nb1,1
Ga2 Ir1 Zr1,1
Be2 Mo1 Pd1,1
Pd2 Pt1 Tl1,1
Fe2 Ge1 Tc1,1
Au2 Br1 Mo1,1
Pt2 Sb1 Sr1,1
Tc2 Tl1 Zn1,1
Hg2 Pt1 Sb1,1
Ta2 Te1 V1,1
Ag2 Bi1 Mo1,1
As2 Hg1 Sb1,1
P2 Rh1 Ta1,1
Cr2 Hg1 Re1,1
Au2 Ca1 Mg1,0
Si2 Sr1 V1,1
Cd2 Se1 V1,0
Cr2 Li1 Na1,1
In2 Ru1 Ta1,1
Ca2 Nb1 Ru1,1
Ge2 Mg1 W1,1
Cd2 Ni1 Re1,0
Ge2 Os1 Sb1,0
Bi2 Br1 Ni1,1
Cu2 Li1 Sr1,1
Si2 Te1 Zr1,1
Ir2 Ru1 V1,1
Cd2 Ta1 Tc1,0
Bi2 Fe1 Nb1,0
Be2 K1 Si1,0
Pb2 Sr1 Ti1,1
Co2 Ga1 Zn1,1
Ag2 Mg1 Pb1,1
Ge2 Na1 V1,1
As2 Be1 Ge1,1
Co2 Re1 W1,1
Na2 Nb1 Ta1,1
Ag2 Si1 Te1,1
Cd2 Cr1 V1,0
Ag2 Na1 Se1,0
Co2 Cr1 Zn1,1
Br2 Cu1 Ti1,1
Cr2 Re1 Zr1,1
B2 Ir1 Mn1,0
Co2 Ge1 Li1,1
Al2 Cr1 P1,1
Mn2 P1 Ta1,1
Cu2 Os1 Sb1,1
Au2 Br1 Li1,0
Os2 Se1 V1,1
As2 Fe1 Zn1,1
Ca2 P1 Re1,0
As2 Ga1 Hf1,1
Pt2 Se1 Ta1,1
Al2 Ba1 Os1,1
Au2 Mg1 Tl1,1
Ag2 Hf1 P1,1
Be2 Pb1 Ta1,1
Li2 Mn1 Pt1,0
Ag2 Mg1 Mo1,0
Be2 K1 Te1,0
Os2 P1 V1,0
Br2 Mn1 Rh1,1
Al2 Cu1 Nb1,0
Na2 Rh1 Ti1,0
Al2 Ti1 Tl1,1
B2 Cr1 Cu1,0
Au2 Si1 Zr1,1
Ba2 Se1 Sn1,0
Ni2 Re1 Rh1,1
Hf2 Pb1 V1,1
Co2 P1 Zr1,1
K2 Sn1 Te1,1
B2 Bi1 Rh1,1
Be2 K1 Ti1,1
Br2 Re1 Tc1,1
Hf2 Pt1 Sr1,1
Cd2 Cr1 Zn1,0
Au2 Hf1 Zr1,1
Mo2 Ru1 Sb1,0
Br2 Ca1 Pt1,0
As2 Na1 Ru1,1
Ir2 Os1 Pt1,1
Ge2 Te1 Ti1,1
Br2 Ge1 Rh1,1
Bi2 Hg1 Sr1,1
As2 Ca1 Cr1,1
K2 Nb1 Sb1,0
Cd2 Ni1 Tc1,0
Co2 Hf1 Mg1,1
Ba2 Hg1 Ru1,0
Co2 Mn1 Te1,1
Cu2 Sb1 Zr1,1
Bi2 Cr1 Rh1,1
B2 Nb1 Tc1,0
Co2 Fe1 In1,1
Ag2 Al1 Mg1,1
Cd2 P1 Re1,0
B2 Cr1 Nb1,0
Fe2 Hf1 Mo1,1
Li2 Ti1 Zr1,1
Ag2 Ru1 Zr1,0
Cl2 Cu1 Tl1,0
Na2 Se1 Zr1,0
Cl2 Cu1 Hg1,0
B2 Ge1 W1,1
Au2 Sb1 Se1,1
Hf2 Ru1 V1,1
Ga2 Li1 Tc1,1
Bi2 Mo1 Rh1,0
Ca2 Pd1 W1,0
B2 Hg1 Li1,0
Be2 Br1 Zn1,0
Si2 Zn1 Zr1,1
Ir2 Mo1 Pb1,0
Hg2 Ir1 Tl1,1
As2 B1 Bi1,1
Ag2 As1 Sr1,0
Cl2 Cr1 Pd1,1
Ca2 V1 Zn1,1
Hf2 Sn1 Zr1,1
As2 Co1 Hg1,1
Br2 Pb1 Se1,0
Ni2 Si1 Tc1,0
Nb2 Ni1 P1,0
Ba2 Cr1 Sn1,1
Cl2 Mn1 P1,1
Ba2 Hf1 In1,1
Ir2 Pt1 Ta1,1
Bi2 Nb1 V1,0
Ca2 Ni1 Pd1,0
Cl2 Ta1 V1,1
K2 Nb1 Pd1,1
Au2 Pt1 Rh1,1
Mn2 Nb1 Si1,0
Nb2 Tc1 Te1,0
Au2 Os1 V1,1
Ga2 V1 W1,1
Co2 In1 Os1,1
Hg2 Rb1 Te1,1
Ga2 Se1 Si1,1
Co2 Ru1 Ta1,1
Se2 Ti1 Tl1,1
Al2 Cr1 Te1,1
Au2 Mo1 Se1,1
Ge2 Nb1 Se1,1
Os2 Rh1 Ru1,1
Ge2 In1 Ru1,1
Rh2 Ru1 V1,1
Cu2 Os1 Se1,1
Ba2 Pd1 Tc1,0
Hf2 Mg1 Ru1,1
Co2 Hg1 Tc1,1
Si2 Tl1 Zn1,1
Ir2 Na1 Tc1,1
Be2 Cr1 Te1,1
Cr2 Mo1 Te1,0
Cd2 K1 Mo1,1
K2 Sn1 Sr1,1
Cd2 Ru1 Tl1,1
Ba2 Co1 Pd1,0
As2 Ca1 Na1,0
Cr2 Li1 Ti1,0
Fe2 Rh1 Sb1,1
Bi2 Li1 W1,1
Br2 Fe1 Ti1,1
Fe2 V1 Zn1,1
As2 In1 K1,0
Be2 Ni1 Ti1,1
Ca2 Ga1 Ti1,0
Mo2 Tl1 Zr1,1
Ge2 Ni1 Si1,1
Fe2 Pb1 Pt1,1
Rh2 Tc1 W1,1
Cl2 Ir1 Rh1,1
Ag2 Br1 Hf1,0
As2 Au1 Mg1,1
Cd2 Hg1 P1,0
Ge2 Sn1 Tl1,1
Ni2 Pd1 Zn1,1
Hf2 In1 Li1,1
Hf2 Pb1 Si1,1
Nb2 Os1 Sr1,1
Cu2 Fe1 Tc1,1
As2 Ca1 Zn1,0
B2 Bi1 Ni1,1
Cl2 Ni1 Zn1,1
Ba2 Mg1 Ti1,1
Ba2 Ni1 Pb1,0
Cu2 Pt1 W1,1
Si2 Sr1 W1,1
Hf2 Mg1 Nb1,1
Ba2 Ga1 Se1,0
As2 Au1 Li1,1
Be2 Si1 Tc1,1
Be2 Ca1 Tc1,0
Br2 Sb1 V1,1
Fe2 Ga1 Mo1,1
Cr2 In1 Zn1,1
Ru2 Ti1 Zr1,1
B2 Mg1 Sn1,1
Cl2 Pd1 V1,1
B2 Hg1 Na1,0
Hf2 Nb1 Rh1,1
Cr2 Ge1 Pb1,1
Be2 Cd1 Zr1,0
Cr2 Mn1 P1,1
Cd2 Cu1 Hf1,0
As2 Be1 Mo1,1
Ba2 K1 Re1,0
Ba2 Pd1 W1,0
Cl2 Co1 V1,1
As2 Br1 Os1,1
Hg2 Nb1 Sn1,1
Cu2 Se1 W1,1
Mg2 Ni1 Zr1,0
Au2 Br1 Na1,0
Ir2 Os1 Tl1,1
K2 Re1 Si1,1
Na2 Ta1 V1,0
Ta2 Te1 Zn1,1
Cr2 Os1 Re1,1
Cu2 Rh1 Sb1,1
K2 P1 W1,1
Ba2 K1 Mg1,1
Hg2 Nb1 Te1,1
Ag2 Pd1 Sn1,0
Ca2 Cl1 V1,0
Si2 Sn1 Sr1,1
Br2 Ir1 Zr1,1
Au2 Li1 Zn1,0
Al2 In1 Sr1,1
Mn2 Ta1 Tl1,1
Br2 Ir1 Mg1,1
Fe2 K1 Tc1,0
Br2 Pt1 Sr1,0
Sb2 Sr1 Tc1,1
Mo2 Pb1 Rh1,1
Ag2 Ni1 Se1,0
P2 Ta1 Zr1,1
Ba2 Mg1 Os1,0
Be2 Ga1 Mo1,1
Cu2 Pt1 Te1,1
K2 Pd1 Ti1,1
Ag2 Cd1 Ge1,0
Pd2 Sb1 Zr1,1
Ga2 Mo1 V1,1
Fe2 Ga1 Zn1,1
Nb2 Pt1 W1,0
In2 Ni1 Tc1,0
Mo2 Tc1 W1,1
Bi2 Ge1 Li1,1
K2 Mn1 Ru1,1
Cr2 Hf1 Tl1,1
Ir2 Re1 Zn1,1
Al2 Cl1 Pd1,1
Cd2 In1 Pt1,1
Fe2 In1 W1,1
Cu2 Os1 P1,1
Bi2 Hf1 Os1,1
Rh2 Sn1 Te1,1
Nb2 Pb1 Sb1,0
Pt2 Sr1 W1,1
Be2 Mo1 Te1,1
Be2 Mn1 Ta1,1
Fe2 Ni1 Si1,1
Au2 Se1 Ti1,1
Pd2 Sb1 Si1,1
Cd2 Ir1 Na1,0
Bi2 Cl1 Mo1,1
Ga2 Li1 Sb1,1
Cd2 Cu1 Zn1,0
Ge2 K1 S1,0
Cu2 Nb1 Tl1,0
In2 Mg1 Nb1,1
Be2 Cd1 Na1,0
Be2 Os1 P1,1
Mg2 P1 Ti1,1
Ba2 Cd1 In1,1
Rh2 Zn1 Zr1,1
Rh2 Si1 Zn1,1
Hf2 Mn1 Zr1,0
Al2 Si1 Tl1,1
Cr2 Nb1 Te1,0
Ca2 Tl1 W1,0
B2 K1 Sr1,1
Hg2 Ni1 Pt1,1
Mo2 P1 Ti1,1
As2 B1 Pd1,1
Hg2 Ni1 Ti1,1
Mg2 Pb1 Si1,1
Au2 Rh1 Si1,1
Bi2 Co1 Pb1,1
Ag2 Br1 Nb1,1
Si2 Ta1 Tc1,1
K2 P1 Sr1,1
Ni2 V1 Zn1,1
Bi2 Br1 Nb1,1
In2 Mn1 Ru1,1
Bi2 Co1 K1,1
Ga2 Ge1 Ir1,1
Ni2 Pt1 Ta1,1
Re2 Tl1 Zn1,1
Fe2 Li1 Ni1,0
Cd2 Ni1 Ru1,0
Ag2 Au1 Ba1,1
Bi2 Pd1 Ti1,1
Ru2 Sb1 Ta1,0
Rh2 Ta1 Tc1,1
Ca2 P1 Tl1,1
Cu2 Ge1 Pd1,1
Cd2 Fe1 Sn1,0
Ag2 Al1 Pt1,1
As2 Cl1 Ru1,1
Mg2 Pt1 Se1,1
Os2 Ru1 Se1,1
Hf2 Hg1 Se1,1
Al2 Ge1 Sr1,1
Co2 Li1 Pd1,0
B2 Os1 Pt1,0
Cr2 K1 Zr1,0
Br2 Se1 Tl1,1
B2 Ru1 Sn1,1
Be2 Cd1 Sn1,0
Cl2 Os1 Zn1,1
As2 Ca1 V1,1
Ag2 Cu1 Se1,0
Br2 Li1 Mg1,0
Hg2 Nb1 Ru1,1
Ba2 Mo1 Tl1,0
Ba2 Cu1 Ti1,0
Ga2 Tc1 Ti1,1
Os2 V1 W1,1
Ag2 Nb1 Os1,1
Ca2 Se1 V1,0
Fe2 Ni1 Re1,1
Ag2 Au1 Ir1,0
Ga2 Si1 Ti1,1
Be2 Na1 Tl1,1
Ga2 Na1 Si1,1
Li2 Rh1 Tc1,0
B2 Hf1 W1,1
Cu2 Na1 Te1,1
Cu2 Ir1 Mo1,1
Ca2 Pb1 Tc1,0
Br2 Rh1 Ru1,1
Br2 Se1 Ti1,1
Mn2 Pd1 W1,1
Mn2 Os1 V1,1
Ba2 Cl1 Hg1,0
Ru2 Ta1 V1,1
Hf2 Nb1 V1,1
Ga2 Ir1 Mo1,0
Pb2 V1 W1,1
Cd2 Mn1 Os1,0
Al1 Br2 Pb1,1
Ba2 Sr1 Ti1,1
Al2 Zn1 Zr1,1
Au2 Sr1 W1,0
Al2 Pb1 Tl1,1
Br2 Cr1 Re1,1
Cl2 Si1 Sn1,1
Cu2 Sn1 Zn1,1
Cr2 K1 Nb1,0
Co2 Ge1 K1,0
Cu2 Nb1 Ta1,1
Ba2 Be1 Ti1,1
Li2 Os1 Zn1,1
Co2 In1 Pb1,1
Cu2 Fe1 Hg1,1
Ag2 Cd1 Ti1,0
Co2 Mn1 Ti1,1
Li2 P1 Ta1,1
Au2 Nb1 Pt1,1
Ir2 Pd1 Se1,1
Na2 Rh1 Zr1,0
Cr2 Ta1 Zr1,1
Ir2 Re1 Ti1,1
Os2 Re1 Sn1,1
Al2 Ni1 V1,1
Co2 Ge1 In1,1
In2 Sn1 Ta1,1
Cu2 Ni1 Se1,1
Cd2 Na1 Sb1,0
Au2 Mn1 Pt1,1
Rh2 Se1 W1,1
Cr2 Ru1 Te1,0
As2 Ga1 Se1,1
As2 Ca1 Cd1,0
Cu2 Fe1 K1,0
K2 Re1 Te1,1
Be2 In1 Sr1,0
Be2 Se1 W1,1
Al2 Mo1 Pt1,1
Bi2 Os1 V1,1
Ir2 Os1 Ru1,1
K2 Mg1 Pt1,1
Na2 Ru1 Ta1,0
Ca2 Na1 Nb1,0
Cd2 In1 Sn1,0
Ag2 Cu1 Tc1,0
Al2 Cd1 Ir1,1
Cu2 P1 V1,1
Ir2 Nb1 Ti1,0
Mg2 Pt1 Re1,1
B2 Hf1 Se1,1
Cr2 Nb1 P1,0
Be2 Cr1 Ta1,1
Ni2 Pd1 Tl1,1
Au2 Pb1 Re1,1
Cd2 Hf1 Ir1,1
Ir2 Ni1 Zn1,1
Br2 Cu1 Ge1,1
Mg2 Si1 Tl1,1
Au2 Ir1 Sn1,1
Ca2 Ge1 P1,0
Ir2 Mg1 W1,1
Co2 Ta1 Tc1,1
Mn2 Ni1 Tc1,1
Cl2 Nb1 Zn1,1
B2 K1 Os1,0
B2 P1 Si1,0
Cd2 Na1 Ni1,0
Nb2 Pd1 Ru1,0
Au2 Co1 Mg1,1
Sb2 Ti1 Tl1,1
Co2 Os1 Se1,1
Na2 Os1 Pd1,0
Cd2 Ni1 P1,0
Be2 Si1 Zn1,1
Ca2 Cr1 Cu1,0
Br2 Os1 Rh1,1
Be2 Cl1 Zn1,0
Ca2 Hf1 Zr1,0
Ag2 Mo1 P1,1
Li2 Re1 Ta1,0
Ge2 Se1 Tl1,1
Ag2 Hf1 Te1,1
Fe2 Ga1 Pt1,1
Ga2 Os1 Sr1,1
Al2 Be1 Ga1,1
Os2 Pt1 Rh1,1
Ir2 Na1 Te1,1
P2 Pt1 Zr1,1
Ag2 Cr1 Pb1,1
Cu2 K1 Mg1,1
B2 Be1 Cr1,1
Be2 Cu1 Ti1,1
Cd2 In1 Os1,1
Bi2 In1 Se1,1
Nb2 Se1 Zr1,0
Ir2 Ni1 V1,1
P2 Pb1 V1,1
Cr2 Ir1 W1,1
Ca2 Cu1 Re1,0
Bi2 Ge1 Ta1,1
Au2 Si1 Ta1,1
Ca2 Ti1 Zr1,0
Nb2 Ni1 Rh1,0
P2 Pt1 Tc1,0
Be2 Ru1 Tl1,1
Be2 Rh1 V1,1
Cr2 Mg1 W1,1
Ba2 Cr1 P1,0
Ta2 Ti1 V1,1
Ca2 Fe1 Ga1,0
Ir2 Nb1 Pb1,0
Br2 Pb1 V1,1
Cr2 Ge1 Mo1,1
Cu2 Sn1 Ti1,1
Na2 Sr1 Ti1,1
Nb2 Tc1 W1,0
Cu2 Ni1 Zr1,1
V2 Zn1 Zr1,0
As2 Cr1 Te1,1
Mg2 Pt1 V1,1
Hf2 Pt1 Sn1,1
Cd2 Cr1 Mn1,0
Ag2 As1 Ni1,1
Ag2 Ir1 V1,1
Hg2 Ni1 Si1,1
Ni2 Pb1 Te1,1
Li2 W1 Zn1,0
Al2 Ga1 Te1,1
Ga2 Sr1 Ta1,1
Ga2 Mn1 Re1,1
Ir2 Nb1 V1,0
Br2 Nb1 Pt1,1
Ni2 V1 Zr1,1
As2 B1 Mg1,1
Ca2 Mo1 Ti1,0
Cl2 Te1 W1,1
Mo2 Ni1 V1,1
B2 Mg1 Re1,1
Cr2 Mn1 Pt1,1
Ag2 Au1 Tc1,0
Cd2 Na1 Ti1,0
Co2 Ru1 Te1,1
Ba2 Pb1 Tl1,0
Cd2 Ni1 Si1,1
Co2 Hf1 Pb1,1
In2 Si1 Zr1,1
Ag2 Hf1 Pb1,1
Mo2 Ru1 Ta1,1
Cr2 Pd1 Rh1,1
Hg2 K1 Rh1,1
Re2 Te1 W1,0
B2 Cr1 Sb1,1
Rh2 V1 Zr1,1
Ga2 Mn1 Ru1,1
Cl2 Ge1 Ru1,1
K2 Te1 Ti1,1
Au2 P1 Pb1,1
As2 Br1 Ti1,1
Ag2 Li1 Sb1,1
Ca2 Ir1 Pb1,1
Cr2 Re1 Zn1,1
Cd2 Hg1 Te1,0
Al2 Sb1 Se1,1
Ga2 Pb1 Se1,1
Li2 Mn1 Pd1,0
Bi2 Hf1 Pd1,1
Ir2 Os1 Rh1,1
As2 Nb1 Pb1,1
Bi2 Rh1 Tl1,1
Cr2 Na1 Zn1,0
Ag2 Ir1 Sn1,1
Os2 Ti1 W1,1
As2 Hf1 Ru1,1
Co2 Ir1 Zr1,1
Br2 Cd1 Nb1,1
Hg2 Pt1 Zn1,0
Ca2 Re1 V1,0
K2 Si1 Zr1,1
Al2 Br1 Cl1,0
Al2 Be1 Hg1,1
As2 Be1 Pb1,1
Cd2 Ga1 Re1,0
Cr2 Fe1 Li1,1
Cl2 Cr1 Fe1,1
Cu2 Nb1 Ru1,1
Au2 Sr1 Tl1,0
Cu2 Pt1 Sb1,1
As2 Fe1 W1,1
Mo2 Re1 Rh1,1
Ag2 Hg1 Rh1,0
Fe2 Pd1 Ru1,1
Nb2 Sb1 Ta1,0
Hg2 Sb1 Ti1,1
Hf2 Ni1 P1,1
Ca2 Ni1 Sb1,0
Cd2 Mn1 Sb1,0
Ba2 In1 Ru1,0
Cu2 Fe1 W1,1
Ca2 Fe1 Ta1,0
Bi2 Ni1 Tl1,1
Ga2 Na1 Ta1,1
Os2 Re1 Se1,1
Cl2 Fe1 Hf1,1
Cl2 Mg1 Rh1,1
Au2 Cd1 Rh1,0
Hf2 Rh1 Ru1,1
As2 Pd1 Rh1,1
Bi2 Mg1 W1,1
Au2 Be1 Pb1,1
Au2 Cr1 Te1,1
Rh2 Ta1 Zn1,1
Cr2 Rh1 Si1,1
Cr2 Ru1 Tl1,1
Au2 Ca1 Te1,1
Pd2 Ru1 Ti1,1
Al2 Cr1 Pb1,1
Al2 Ge1 Mg1,1
Fe2 Mg1 Mn1,1
Bi2 Mn1 Ti1,1
Al2 P1 Ti1,1
Be2 Ca1 Pt1,0
As2 Ga1 Na1,1
As2 Tc1 Zr1,1
Hf2 Mn1 Si1,1
Cu2 Pb1 Ta1,1
Mn2 P1 Tc1,0
Ga2 Sn1 Te1,1
Ca2 Ru1 Se1,0
K2 V1 Zn1,1
Nb2 Pb1 Ti1,1
Ag2 B1 Cl1,0
Be2 Na1 Sb1,1
Be2 K1 Sb1,0
Au2 Ti1 W1,1
Re2 Sn1 Zn1,1
Au2 Nb1 Tl1,1
Ca2 Hg1 Tl1,0
Be2 Pd1 Zr1,1
Al2 Hg1 Tc1,1
Ba2 Fe1 Te1,0
Br2 Pd1 Ta1,1
Ga2 Na1 Sb1,1
B2 Be1 Te1,1
Cl2 Ir1 Ru1,1
K2 Pt1 Se1,1
Cr2 Hg1 Si1,1
Bi2 Os1 Rh1,1
B2 Rh1 Zr1,1
Cl2 Ge1 Mn1,1
Cl2 Cr1 Pt1,1
Ba2 Os1 Si1,0
Ru2 Zn1 Zr1,1
K2 Nb1 Ru1,0
Na2 Ni1 Pd1,1
Mo2 P1 Rh1,1
Ga2 Mn1 Zn1,1
Be2 Fe1 Ru1,1
Cu2 Ru1 Zr1,1
Hf2 Mo1 V1,1
Cu2 V1 Zn1,1
Al2 B1 Sn1,1
Cd2 Pb1 Zr1,0
As2 Li1 Si1,1
Cr2 Ge1 Nb1,0
Cr2 Si1 Ta1,1
Cd2 Ir1 Zn1,0
Be2 V1 W1,1
Al2 Ir1 Tl1,1
Ge2 Rh1 Te1,1
Cd2 Mn1 Zn1,0
Be2 W1 Zn1,1
Hg2 Pd1 Rh1,0
Ca2 Os1 Rh1,0
Ge2 Ir1 Pb1,1
Br2 Li1 Rh1,0
Ba2 Mo1 Ru1,0
Ge2 Ta1 Zn1,1
As2 Pt1 Rh1,1
Ga2 Ir1 W1,1
Fe2 Ir1 Ta1,1
Cl2 Li1 Si1,1
Ag2 P1 Ru1,1
P2 Sb1 Ta1,1
Cl2 Ga1 Mn1,1
Al2 Be1 Si1,1
Se2 Sr1 Ti1,0
Hf2 Nb1 Ta1,1
Ir2 Mo1 Pt1,1
Cd2 In1 Li1,0
Ag2 Au1 Cd1,0
Ag2 Ni1 Zn1,0
Hg2 Te1 Zr1,1
Ge2 Mn1 Mo1,1
Au2 Ti1 Zr1,1
Ba2 Be1 Li1,1
Ba2 Hf1 Mg1,1
Cu2 Pb1 Rh1,1
Fe2 Ge1 Pt1,1
Be2 Ge1 Si1,1
Cl2 Mo1 Ru1,0
Be2 Br1 P1,1
In2 Mn1 Te1,1
Ge2 In1 Tc1,1
Ag2 Cd1 P1,0
Bi2 Cu1 Pd1,1
Hg2 Mn1 P1,0
Hf2 Sb1 Zn1,1
As2 Ba1 Hf1,0
In2 Mn1 W1,1
Ba2 Cu1 Hf1,0
Al2 K1 Si1,1
Hf2 Pt1 Zn1,1
Os2 Pb1 Se1,1
Cd2 Li1 Te1,0
Cr2 Mg1 Ru1,1
Cr2 Ge1 Hg1,1
Au2 B1 Te1,1
In2 Pd1 Te1,1
Li2 Pb1 Zr1,1
Re2 Tc1 Te1,0
As2 Ca1 Ru1,1
Nb2 Os1 Tc1,0
Pb2 Re1 Sb1,1
Cr2 K1 Sb1,0
Ag2 K1 Nb1,0
Mo2 Tc1 Te1,0
Al2 Os1 Sr1,1
Mn2 Rh1 Ti1,1
Cd2 Hg1 Zn1,1
Co2 Na1 Os1,1
Ga2 Mg1 Re1,1
Ga2 Hg1 P1,1
Be2 Co1 Li1,0
As2 Cd1 Ta1,1
Al2 Ga1 Ni1,1
B2 Fe1 Zr1,1
In2 Mg1 Se1,1
Au2 B1 Cr1,1
Al2 Au1 K1,0
Co2 Cr1 Fe1,1
Au2 Mn1 Ru1,1
Hf2 Hg1 Os1,1
Co2 Ga1 Zr1,1
B2 Bi1 Nb1,0
K2 Na1 Sb1,1
Co2 Pb1 Zn1,1
Hg2 Pt1 Si1,1
As2 Bi1 Cu1,1
Ga2 Os1 Rh1,1
Cd2 Re1 Ti1,0
Pb2 Pd1 Zn1,1
As2 Be1 V1,1
Ir2 Li1 Re1,1
Ag2 Co1 Rh1,0
Hf2 Ru1 Sn1,1
Ba2 Ge1 Ru1,0
Au2 Mg1 Nb1,1
Au2 Re1 Sb1,1
Fe2 Ge1 Zr1,1
Ba2 Bi1 V1,0
Co2 Nb1 Tc1,1
B2 Hg1 Rh1,1
B2 Ga1 Zr1,1
Ag2 Sn1 Te1,1
Mg2 Sr1 Zr1,0
Cu2 Sb1 Tl1,1
Hf2 Ir1 Ru1,1
Al2 As1 Ge1,1
Cl2 Li1 W1,1
Ca2 Ge1 Te1,1
Hg2 K1 V1,1
Pd2 Pt1 Ti1,1
Cl2 Pt1 Si1,1
Bi2 Mo1 Nb1,0
Au2 Mg1 Re1,1
Cr2 Hg1 Ru1,1
Pd2 Re1 Te1,1
Be2 Cr1 Ir1,1
Ir2 Si1 Zn1,0
Cu2 In1 Ta1,1
As2 Hf1 Nb1,1
Ge2 Se1 W1,1
Ba2 Co1 Tl1,0
In2 Re1 Rh1,1
Ba2 Mg1 Si1,0
B2 Be1 Mg1,1
Co2 Cu1 P1,1
Be2 Bi1 Ir1,1
Ba2 Cd1 Zr1,1
Cu2 Li1 Tc1,1
Br2 Sb1 Se1,0
Mo2 Sb1 W1,0
Be2 Ge1 Ir1,1
Pd2 Sb1 Ti1,1
Ni2 Re1 Zn1,1
Ba2 Na1 Zr1,1
Bi2 Co1 Ga1,1
As2 Be1 Bi1,1
Hf2 Li1 Ni1,0
B2 Ir1 Li1,1
Ca2 Li1 Ni1,0
Au2 Bi1 Ir1,1
Cu2 Mg1 P1,1
Ni2 Tl1 V1,1
B2 Cu1 Hg1,1
Ba2 In1 Na1,1
Ga2 Rh1 Sn1,1
Co2 Hg1 Nb1,1
Ba2 Ca1 Sb1,0
Ge2 Mg1 Sr1,0
Ag2 Li1 Mn1,0
Hg2 Mn1 Zr1,0
Br2 Cu1 Hg1,0
Ge2 Hg1 Zn1,1
Cd2 Pd1 Ti1,0
Be2 Sb1 Ti1,1
